id_alma,nombre,pecado_capital,nivel_corrupcion,fecha_condena,dimension_origen,estado
389,Jody Chandler,Avaricia,43,1856-08-31,Sector 7G,en proceso de tortura
390,Brian Harrison,Lujuria,50,1885-05-23,Sector 7G,en proceso de tortura
391,Robert Branch,Lujuria,88,2011-11-27,Abismo,en proceso de tortura
392,Zachary Smith,Pereza,64,2013-01-18,Inframundo,redimida
393,Wesley Johnson,Ira,42,1899-10-22,Pandemonium,en proceso de tortura
394,Jessica Levy,Gula,62,1949-06-17,Limbo,activa
395,David Coleman,Pereza,50,2023-10-20,Limbo,en proceso de tortura
396,Matthew Dunlap,Gula,26,1924-02-28,Sector 7G,en proceso de tortura
397,Allen Morales,Pereza,69,1875-08-31,Pandemonium,en proceso de tortura
398,Michael Shepard,Envidia,23,2002-09-28,Tierra,redimida
399,Tanya Brown,Pereza,45,1951-01-24,Limbo,en proceso de tortura
400,Veronica Hurley,Pereza,57,1980-03-20,Inframundo,en proceso de tortura
401,James Morrison,Soberbia,73,1928-10-25,Abismo,en proceso de tortura
402,Dr. Heather Flores,Ira,37,1958-12-02,Limbo,redimida
403,Ryan Shah,Envidia,20,1951-10-15,Abismo,en proceso de tortura
404,Lindsay Estrada,Gula,11,1881-03-26,Tierra,en proceso de tortura
405,Kenneth Smith,Gula,24,1905-04-24,Inframundo,en proceso de tortura
406,Mariah Williams,Soberbia,44,1864-05-23,Abismo,activa
407,Amber Wilson,Gula,44,1987-01-03,Tierra,en proceso de tortura
408,David Sims,Pereza,99,1900-10-10,Pandemonium,redimida
409,Carrie Freeman,Avaricia,51,1975-06-03,Sector 7G,en proceso de tortura
410,Timothy Gomez,Lujuria,78,1942-03-02,Abismo,en proceso de tortura
411,Christian Reed,Soberbia,41,1835-08-30,Inframundo,activa
412,Angel Hall,Gula,10,1909-05-14,Abismo,redimida
413,Larry Wells,Avaricia,11,1836-01-18,Pandemonium,activa
414,Kayla Gomez,Soberbia,47,1988-09-24,Abismo,en proceso de tortura
415,Lauren Chavez,Avaricia,48,2023-10-28,Limbo,activa
416,Cynthia Williams,Avaricia,23,1921-05-26,Limbo,en proceso de tortura
417,Matthew Lawson,Avaricia,100,1944-08-07,Abismo,en proceso de tortura
418,Walter Estrada,Envidia,51,1929-03-03,Inframundo,activa
419,Kevin Lewis,Gula,46,1935-08-14,Sector 7G,activa
420,Shannon Cross,Soberbia,82,1846-09-11,Tierra,en proceso de tortura
421,Stacy Hopkins,Pereza,21,1944-11-14,Inframundo,en proceso de tortura
422,David Berg,Envidia,61,1909-01-13,Tierra,activa
423,Lance Harris,Soberbia,63,1842-09-03,Inframundo,activa
424,Christina Bray,Gula,100,1893-08-02,Tierra,en proceso de tortura
425,Joseph Joseph,Avaricia,92,1967-01-09,Sector 7G,redimida
426,Mr. Eric Davis,Lujuria,73,1864-01-16,Limbo,en proceso de tortura
427,Kathryn Thomas,Pereza,40,1961-05-06,Abismo,en proceso de tortura
428,Gary Brewer,Lujuria,53,1943-05-24,Sector 7G,en proceso de tortura
429,Michael Cabrera,Ira,60,1909-04-18,Inframundo,en proceso de tortura
430,Tina Holmes,Lujuria,85,2013-05-16,Pandemonium,en proceso de tortura
431,Kristin Hernandez,Gula,64,1981-08-02,Pandemonium,activa
432,Brooke Mitchell,Pereza,28,1893-10-09,Limbo,en proceso de tortura
433,Steven Boyd,Lujuria,50,1896-04-07,Tierra,activa
434,Erica Allen,Soberbia,35,1892-08-03,Abismo,activa
435,Bryan Allen,Soberbia,62,1893-06-23,Pandemonium,en proceso de tortura
436,Patricia Wheeler,Avaricia,54,1919-06-11,Inframundo,activa
437,Mrs. Madeline Diaz MD,Pereza,38,1856-04-22,Inframundo,activa
438,Deborah King,Envidia,21,1906-02-14,Tierra,activa
439,Jessica Wilson,Envidia,49,1860-11-09,Inframundo,en proceso de tortura
440,Leslie Salazar,Lujuria,88,1937-09-20,Inframundo,en proceso de tortura
441,Loretta White,Envidia,1,1886-05-05,Pandemonium,redimida
442,Jerry Hunter,Lujuria,20,1887-03-04,Limbo,redimida
443,Luis Cuevas,Ira,53,1861-03-14,Limbo,en proceso de tortura
444,Angela Garcia,Ira,42,2000-09-01,Pandemonium,redimida
445,Kayla Walker,Ira,25,1899-04-06,Tierra,en proceso de tortura
446,Benjamin Gates,Avaricia,62,2023-02-28,Limbo,redimida
447,Amanda Arnold,Gula,4,1953-12-11,Abismo,redimida
448,Dr. Stephen Hughes Jr.,Envidia,68,1999-10-12,Limbo,redimida
449,Rhonda Perez,Gula,50,1877-01-28,Tierra,en proceso de tortura
450,Austin King,Lujuria,62,1927-12-31,Inframundo,redimida
451,Latoya Patton,Envidia,50,1870-06-08,Tierra,en proceso de tortura
452,Yvonne Ruiz,Pereza,7,1970-04-22,Limbo,redimida
453,Adam Pearson,Lujuria,33,1892-07-17,Abismo,redimida
454,James Frederick,Gula,52,2012-10-08,Limbo,redimida
455,Chelsea Nguyen,Ira,13,1936-01-01,Tierra,en proceso de tortura
456,Sean Vega,Gula,99,2024-03-09,Pandemonium,en proceso de tortura
457,Amy Zuniga,Pereza,20,1834-12-15,Limbo,en proceso de tortura
458,Brittany Short,Avaricia,99,2003-12-28,Limbo,redimida
459,Emma Brooks,Pereza,46,1981-11-09,Abismo,en proceso de tortura
460,Nicole Pham,Envidia,42,1971-08-11,Pandemonium,redimida
461,Thomas Dixon,Pereza,54,1870-08-15,Pandemonium,en proceso de tortura
462,Makayla Obrien,Lujuria,88,1891-07-30,Limbo,en proceso de tortura
463,Matthew Keller,Avaricia,100,1921-02-09,Abismo,en proceso de tortura
464,Kendra King,Soberbia,39,2003-12-28,Abismo,redimida
465,Martin Rollins,Avaricia,16,1949-04-20,Sector 7G,redimida
466,Stephanie Brown,Avaricia,29,1969-06-03,Abismo,en proceso de tortura
467,Jonathan Vance,Pereza,27,1862-11-25,Tierra,activa
468,Diana Lucas,Ira,46,1992-09-08,Inframundo,redimida
469,Adam Maldonado,Ira,68,1951-10-15,Abismo,activa
470,Brandy Harris,Gula,10,1992-02-25,Abismo,en proceso de tortura
471,Dr. Jonathan Yoder Jr.,Soberbia,82,1970-10-23,Inframundo,redimida
472,Julia Velasquez,Envidia,77,1984-04-21,Sector 7G,activa
473,Cynthia Cook,Ira,85,1992-02-04,Limbo,activa
474,Justin Beard Jr.,Avaricia,26,1859-06-15,Inframundo,redimida
475,Justin Guzman,Avaricia,29,1862-07-16,Inframundo,en proceso de tortura
476,Henry Figueroa,Soberbia,66,1973-03-08,Tierra,en proceso de tortura
477,John Warren,Lujuria,46,1914-01-28,Tierra,en proceso de tortura
478,Patricia Richards MD,Pereza,17,1836-01-07,Pandemonium,activa
479,Marisa Holmes,Pereza,77,1997-08-31,Abismo,en proceso de tortura
480,Tonya Thompson,Envidia,67,1969-11-27,Inframundo,en proceso de tortura
481,Mark Charles,Envidia,3,1949-06-30,Tierra,redimida
482,Yvonne Morales,Lujuria,78,1941-10-16,Inframundo,en proceso de tortura
483,Nathaniel Medina,Envidia,80,1870-08-04,Inframundo,redimida
484,Kayla Brown,Envidia,1,1942-03-14,Limbo,redimida
485,Laura Jenkins,Gula,20,1959-08-24,Abismo,en proceso de tortura
486,Juan Phillips,Pereza,18,1952-07-06,Abismo,redimida
487,Andrew Walters,Gula,93,1837-03-25,Tierra,activa
488,Diana Ingram,Envidia,15,1877-01-13,Sector 7G,en proceso de tortura
489,Kenneth Romero,Lujuria,26,1959-03-02,Abismo,activa
490,Kristina Duke,Ira,44,1855-11-28,Limbo,en proceso de tortura
491,Holly Smith,Gula,96,1879-05-04,Abismo,activa
492,Michelle Graves,Pereza,48,1927-12-29,Sector 7G,redimida
493,Kyle Cline,Envidia,55,1952-05-24,Inframundo,redimida
494,James Rodriguez,Soberbia,25,1995-10-19,Abismo,en proceso de tortura
495,Jeremy Allen,Soberbia,61,1977-09-07,Pandemonium,redimida
496,Jason Smith,Ira,64,1877-11-05,Sector 7G,redimida
497,Crystal Green,Pereza,58,1971-10-25,Pandemonium,redimida
498,Elizabeth Huff,Envidia,53,1851-04-06,Tierra,en proceso de tortura
499,Eric Rivers,Pereza,60,1978-10-08,Abismo,redimida
500,Casey Fuller,Soberbia,23,1959-12-31,Sector 7G,redimida
501,Heather Williams,Pereza,25,1880-03-24,Inframundo,en proceso de tortura
502,Jennifer Kelly,Lujuria,18,2001-10-18,Sector 7G,en proceso de tortura
503,Angela Perry,Soberbia,36,1849-01-18,Inframundo,en proceso de tortura
504,Donald Cross,Ira,59,2013-04-28,Pandemonium,activa
505,Brianna Lee,Gula,71,1907-07-29,Limbo,en proceso de tortura
506,Lori Harper,Avaricia,14,1988-05-10,Sector 7G,redimida
507,Kim Jackson,Pereza,23,1871-04-10,Tierra,en proceso de tortura
508,Lisa Mills,Ira,25,2021-08-31,Pandemonium,activa
509,Chad Guerra,Ira,41,1941-03-16,Limbo,activa
510,Phillip White,Soberbia,88,1868-12-07,Limbo,activa
511,Yvonne Walton,Gula,91,2003-12-28,Abismo,en proceso de tortura
512,Jason Carter,Pereza,50,1971-10-29,Abismo,en proceso de tortura
513,Nicolas Mckinney,Lujuria,83,1859-07-13,Inframundo,redimida
514,Collin Shepard,Soberbia,3,1871-10-03,Inframundo,en proceso de tortura
515,Scott Joyce,Avaricia,58,1854-02-09,Abismo,activa
516,Traci Davis,Pereza,17,1978-10-14,Inframundo,redimida
517,Randy Ramos,Soberbia,6,1863-05-26,Pandemonium,en proceso de tortura
518,Lawrence Snyder DDS,Gula,89,1942-09-10,Inframundo,en proceso de tortura
519,Jessica Hall,Pereza,8,1834-08-04,Pandemonium,en proceso de tortura
520,Jennifer Flores,Pereza,79,1953-12-06,Limbo,en proceso de tortura
521,Ricardo Stark,Lujuria,14,1882-01-04,Tierra,activa
522,Keith Evans,Gula,85,1865-01-18,Sector 7G,activa
523,Mrs. Mary Mccall,Gula,36,1946-09-16,Limbo,activa
524,David Curtis,Avaricia,89,1960-11-29,Tierra,en proceso de tortura
525,Colleen Johnson,Avaricia,25,1997-07-23,Limbo,activa
526,Kevin Green,Pereza,62,1832-11-17,Pandemonium,activa
527,Douglas Thomas,Lujuria,14,1938-02-04,Inframundo,redimida
528,Carolyn Thomas,Avaricia,19,1831-01-12,Pandemonium,redimida
529,Jason James,Pereza,21,1910-01-12,Sector 7G,activa
530,Danielle Foley,Ira,47,2024-02-19,Tierra,activa
531,Jennifer Morrow,Lujuria,18,2006-02-23,Limbo,en proceso de tortura
532,Frank Johnson,Pereza,38,2024-11-02,Limbo,redimida
533,Mathew Patterson,Soberbia,60,1977-01-03,Tierra,redimida
534,Theresa Daugherty,Lujuria,62,1933-08-12,Limbo,redimida
535,Erik Morgan,Lujuria,37,2004-08-27,Abismo,en proceso de tortura
536,Monica Clayton,Lujuria,12,1996-06-17,Abismo,redimida
537,Taylor Wilson,Ira,13,1991-11-28,Inframundo,en proceso de tortura
538,Darlene Smith,Gula,32,1884-10-09,Inframundo,redimida
539,Richard Rowe,Soberbia,82,1940-05-07,Pandemonium,activa
540,James Henderson,Envidia,0,1841-12-24,Pandemonium,redimida
541,Samuel Cox,Lujuria,76,1975-09-12,Limbo,activa
542,Jacob Alvarez,Lujuria,50,2002-02-11,Inframundo,activa
543,Megan Shaw,Lujuria,63,1907-06-27,Pandemonium,activa
544,Lori Grant,Pereza,50,1860-07-09,Inframundo,activa
545,Melissa Edwards,Lujuria,34,1938-10-22,Abismo,activa
546,James Martin,Envidia,16,1849-07-15,Tierra,activa
547,Rebecca Charles,Envidia,61,2005-12-21,Limbo,redimida
548,Tony Stephens,Lujuria,43,1905-06-28,Pandemonium,activa
549,Patricia Mckinney,Gula,86,1849-03-07,Pandemonium,en proceso de tortura
550,Melanie Ross,Gula,15,2019-08-01,Inframundo,en proceso de tortura
551,Dustin Peters,Avaricia,37,2017-11-24,Tierra,activa
552,Christopher Barker,Pereza,55,2021-01-17,Tierra,activa
553,Jennifer Johnson,Envidia,30,1998-12-08,Sector 7G,en proceso de tortura
554,Sheila Mora,Ira,74,1862-05-25,Pandemonium,redimida
555,Amber Allen,Ira,4,1972-12-27,Inframundo,en proceso de tortura
556,Anthony Ortega,Ira,19,1946-09-18,Tierra,activa
557,Shawn Wells,Gula,100,1877-11-30,Tierra,redimida
558,Morgan Pittman,Ira,4,1930-02-23,Pandemonium,activa
559,Amanda Watson,Soberbia,11,1862-01-21,Abismo,en proceso de tortura
560,Matthew Smith,Ira,79,1947-10-04,Abismo,activa
561,Paul Weber,Lujuria,66,1933-07-29,Tierra,en proceso de tortura
562,Katrina Powell,Pereza,99,1980-06-04,Pandemonium,en proceso de tortura
563,Christina Barajas,Ira,51,1947-09-10,Inframundo,redimida
564,Christian Powell,Lujuria,33,1893-04-06,Tierra,en proceso de tortura
565,Mrs. Nicole Peterson,Soberbia,52,1995-07-30,Pandemonium,activa
566,Maria Blackwell,Pereza,48,1825-10-31,Pandemonium,redimida
567,Jose Patterson,Avaricia,87,1828-03-07,Abismo,redimida
568,Maria Bautista,Soberbia,28,2011-04-17,Tierra,activa
569,Kelly Anderson,Pereza,12,1918-07-11,Inframundo,redimida
570,Dr. Christian Mcbride MD,Avaricia,68,1985-02-06,Inframundo,redimida
571,Jeremy Cline,Pereza,1,1861-02-09,Inframundo,redimida
572,David Sullivan,Envidia,52,2023-06-21,Pandemonium,activa
573,Justin Gutierrez,Avaricia,27,1877-09-12,Pandemonium,activa
574,Carlos Brown,Gula,65,1903-05-24,Inframundo,activa
575,Brittney Martin,Gula,38,1900-03-14,Limbo,redimida
576,Devin Esparza,Soberbia,30,1935-08-11,Abismo,redimida
577,Colin Smith,Gula,96,1969-10-22,Abismo,en proceso de tortura
578,April Nguyen,Envidia,6,2025-02-26,Tierra,en proceso de tortura
579,Claudia King,Lujuria,50,1865-10-12,Limbo,en proceso de tortura
580,Vicki Cantrell,Avaricia,82,2005-01-09,Tierra,en proceso de tortura
581,Thomas Jackson,Envidia,71,1890-07-16,Tierra,redimida
582,Anthony Thomas,Gula,43,1849-06-05,Limbo,activa
583,Gerald Mathis,Pereza,70,1831-05-23,Tierra,redimida
584,Andrea Bauer,Gula,42,1960-03-20,Abismo,activa
585,Teresa Travis,Envidia,60,1920-02-12,Abismo,en proceso de tortura
586,Anthony Wade,Pereza,64,1912-03-19,Tierra,activa
587,Matthew Jones,Avaricia,72,1949-10-04,Abismo,redimida
588,Austin Chambers,Lujuria,15,1880-07-23,Abismo,activa
589,Jason Cabrera,Pereza,74,2010-06-22,Inframundo,activa
590,Kelli Harris,Ira,74,1875-12-28,Limbo,redimida
591,Joel Davis,Gula,65,1940-08-03,Pandemonium,activa
592,Misty Cox,Gula,7,1886-06-06,Abismo,redimida
593,Andrea Ortega,Pereza,53,1835-12-10,Pandemonium,en proceso de tortura
594,Robert Pham,Pereza,78,1927-05-30,Inframundo,redimida
595,Kathryn George,Pereza,96,1941-02-27,Pandemonium,activa
596,Leah Curtis,Pereza,66,1962-05-28,Abismo,activa
597,Steven Adams,Gula,72,1889-02-27,Sector 7G,en proceso de tortura
598,Brian Brown,Soberbia,46,1848-01-19,Sector 7G,activa
599,Pamela Holmes,Gula,92,1970-03-10,Tierra,activa
600,Andrew Willis,Soberbia,82,1853-07-02,Limbo,activa
601,Alicia Walton,Envidia,47,2003-12-28,Abismo,activa
602,Samuel Johnson,Lujuria,37,1957-11-15,Inframundo,redimida
603,Briana Richards,Avaricia,41,2011-01-08,Tierra,en proceso de tortura
604,Samuel Davis,Pereza,36,1869-06-19,Abismo,en proceso de tortura
605,Marvin Valencia,Gula,52,1985-09-12,Limbo,redimida
606,Richard Castro,Gula,99,1870-06-02,Pandemonium,activa
607,Monica Hendrix,Soberbia,31,1930-04-09,Pandemonium,activa
608,Keith Gonzalez,Ira,91,2010-01-02,Inframundo,en proceso de tortura
609,Preston Herring,Avaricia,64,2018-03-30,Limbo,en proceso de tortura
610,Theresa Moore,Ira,1,1962-02-18,Sector 7G,redimida
611,Elizabeth Miller,Envidia,73,2001-05-27,Inframundo,en proceso de tortura
612,Samuel Green,Soberbia,60,2011-09-18,Abismo,en proceso de tortura
613,Dr. Tamara Meyers MD,Lujuria,25,1908-12-14,Inframundo,activa
614,Desiree Evans,Gula,55,1918-07-23,Tierra,en proceso de tortura
615,Marvin Smith,Ira,24,1956-11-10,Limbo,activa
616,Amy Rogers,Gula,20,1930-05-03,Sector 7G,redimida
617,Katherine Moore,Pereza,6,1840-02-10,Tierra,redimida
618,Danielle Holland,Soberbia,1,1853-05-21,Sector 7G,redimida
619,Travis Keller,Avaricia,50,1995-02-18,Abismo,activa
620,Kristina Lang,Soberbia,49,1972-12-23,Abismo,redimida
621,Jacob Pennington,Soberbia,64,1884-01-22,Tierra,redimida
622,Susan Boyd,Pereza,37,1980-07-01,Limbo,redimida
623,Justin Stevenson,Gula,0,1844-11-20,Tierra,redimida
624,Bryan Ray,Avaricia,0,1856-09-20,Pandemonium,redimida
625,Joseph Figueroa,Pereza,22,1911-09-22,Tierra,en proceso de tortura
626,Charles Weiss,Envidia,74,1949-06-22,Sector 7G,redimida
627,Melinda Mullen,Ira,93,1882-05-20,Sector 7G,redimida
628,Frederick Chase,Envidia,19,1835-01-25,Abismo,en proceso de tortura
629,Melanie Mayo,Ira,65,2001-03-15,Abismo,en proceso de tortura
630,Brian Chapman,Envidia,62,1843-12-23,Abismo,redimida
631,Garrett Jackson,Soberbia,92,1960-03-01,Pandemonium,redimida
632,Jared Davis,Soberbia,36,1939-04-13,Inframundo,redimida
633,Robert Buchanan,Pereza,18,1878-04-01,Sector 7G,redimida
634,Phillip Davis,Envidia,45,1835-04-09,Inframundo,redimida
635,Karen Ellison,Lujuria,45,1842-10-04,Limbo,en proceso de tortura
636,Amanda Jones,Soberbia,85,1885-08-20,Sector 7G,activa
637,Julia Morales,Lujuria,65,2003-12-28,Limbo,redimida
638,Maxwell Stout,Ira,50,2024-11-30,Abismo,redimida
639,Angela Henderson,Ira,7,1935-03-20,Sector 7G,en proceso de tortura
640,Dr. Elizabeth Mcclure,Soberbia,78,1861-04-24,Tierra,activa
641,Carolyn Davis,Ira,28,2022-02-13,Tierra,redimida
642,Regina Perez,Soberbia,18,1988-01-31,Inframundo,activa
643,Jocelyn Ramirez,Gula,69,1842-03-09,Abismo,activa
644,Christopher Lloyd,Envidia,16,1930-08-29,Sector 7G,en proceso de tortura
645,Nicole Kemp,Soberbia,75,2015-07-24,Pandemonium,en proceso de tortura
646,Leah Walker,Pereza,24,1859-02-06,Abismo,activa
647,Emily Cox,Ira,86,1834-07-20,Inframundo,activa
648,Stacy Garrett,Pereza,18,1875-07-07,Inframundo,en proceso de tortura
649,Ronald Underwood,Gula,73,1931-01-01,Abismo,activa
650,Amy Mason,Soberbia,32,1926-09-09,Pandemonium,en proceso de tortura
651,Joshua King,Soberbia,57,1977-05-02,Sector 7G,redimida
652,Katherine Holland,Ira,33,1947-04-27,Limbo,redimida
653,Justin Lloyd,Avaricia,58,1921-09-22,Limbo,en proceso de tortura
654,Alan Patterson,Pereza,19,1865-09-21,Sector 7G,activa
655,Kevin Lowe,Envidia,41,2003-12-28,Pandemonium,redimida
656,Jennifer Porter,Lujuria,14,1844-10-10,Tierra,en proceso de tortura
657,Brandon Nguyen,Soberbia,26,1962-05-11,Abismo,redimida
658,Kelly Taylor,Gula,89,1940-06-25,Limbo,activa
659,Laura Chavez,Avaricia,28,1849-03-06,Tierra,en proceso de tortura
660,Brandon Rice,Pereza,41,1949-05-22,Sector 7G,en proceso de tortura
661,Christy Nguyen,Ira,62,1943-08-30,Abismo,redimida
662,Tammy Reid,Lujuria,94,1967-03-08,Tierra,activa
663,Stephanie Vance,Soberbia,5,1840-07-11,Tierra,activa
664,Jacob Mcmillan,Ira,63,1866-12-28,Limbo,activa
665,Patrick Campbell,Avaricia,67,1910-04-26,Tierra,activa
666,Chad Harris,Avaricia,25,1843-08-28,Tierra,en proceso de tortura
667,Amy Kidd,Lujuria,91,2021-02-02,Inframundo,redimida
668,Bobby Gray,Ira,63,1853-06-15,Tierra,redimida
669,Lisa Le,Soberbia,32,2013-05-14,Pandemonium,en proceso de tortura
670,Gregory Lopez,Pereza,64,1893-03-16,Abismo,activa
671,Amber Diaz,Envidia,37,2015-04-12,Pandemonium,activa
672,Gregory Osborne,Lujuria,14,2010-08-22,Pandemonium,en proceso de tortura
673,Christopher Terrell,Lujuria,76,1934-09-29,Abismo,en proceso de tortura
674,Daniel Avila,Avaricia,46,1960-03-17,Limbo,activa
675,Mark Smith,Lujuria,50,1926-04-28,Pandemonium,en proceso de tortura
676,Wesley Smith,Soberbia,30,1871-07-28,Abismo,redimida
677,Laurie Lloyd,Lujuria,89,1947-08-10,Tierra,en proceso de tortura
678,Troy Henderson,Gula,87,2022-10-01,Inframundo,en proceso de tortura
679,Charles Savage,Pereza,1,1984-02-26,Abismo,en proceso de tortura
680,Mr. John Reynolds,Ira,23,1990-01-24,Pandemonium,activa
681,Kelly Lynch,Avaricia,68,1865-07-16,Abismo,en proceso de tortura
682,Nicole Bernard,Gula,32,2017-12-22,Limbo,redimida
683,Caroline Coleman,Gula,95,1894-07-21,Sector 7G,activa
684,Daniel Collier,Ira,78,1888-03-03,Tierra,redimida
685,Amy Parker,Ira,54,1958-03-26,Limbo,activa
686,Micheal Nelson,Pereza,89,1935-02-02,Sector 7G,activa
687,Rebecca Lewis,Gula,76,1855-10-29,Limbo,redimida
688,Matthew Davis,Soberbia,67,1891-04-25,Tierra,activa
689,Alexander Mullen,Pereza,4,1915-05-05,Sector 7G,activa
690,Angela Bailey,Pereza,60,2002-05-13,Sector 7G,en proceso de tortura
691,George Robinson,Gula,85,1969-08-23,Pandemonium,en proceso de tortura
692,Karen Lee,Pereza,71,1983-07-08,Limbo,en proceso de tortura
693,Christina Nguyen,Lujuria,57,2007-06-12,Inframundo,activa
694,Ryan Bryant,Soberbia,48,1854-09-15,Limbo,redimida
695,Danielle Nichols,Gula,100,1996-09-05,Abismo,redimida
696,Antonio Mckenzie,Ira,76,1925-04-12,Limbo,redimida
697,Justin Smith,Envidia,52,2005-01-05,Limbo,activa
698,Heather George,Lujuria,73,1832-03-10,Pandemonium,activa
699,Elizabeth Keller,Gula,13,1836-05-17,Sector 7G,en proceso de tortura
700,Daniel Bradford,Envidia,55,1902-10-15,Tierra,activa
701,Christopher Sweeney,Lujuria,52,1834-10-16,Abismo,activa
702,Patricia Porter,Pereza,15,1930-12-10,Abismo,activa
703,Anthony Diaz,Lujuria,7,2003-12-28,Pandemonium,activa
704,Tanner Hernandez,Envidia,70,1944-07-31,Pandemonium,activa
705,James Taylor,Pereza,62,1940-02-27,Pandemonium,activa
706,Veronica Taylor,Ira,22,1967-08-01,Tierra,en proceso de tortura
707,Lisa Bush,Soberbia,52,1949-01-22,Abismo,en proceso de tortura
708,Mary Molina,Avaricia,9,1871-09-14,Limbo,redimida
709,Lisa Reed,Soberbia,27,1980-04-18,Abismo,activa
710,Dana Rivera,Soberbia,82,1965-09-06,Pandemonium,activa
711,Anthony Williams,Envidia,65,1979-09-27,Inframundo,en proceso de tortura
712,Elizabeth Harris,Ira,61,1858-04-14,Inframundo,en proceso de tortura
713,Sandra Thompson,Ira,56,2001-01-01,Tierra,activa
714,Emily Hurley,Envidia,76,1897-05-25,Inframundo,en proceso de tortura
715,Vanessa Colon,Lujuria,25,1930-04-07,Sector 7G,redimida
716,Mary Bush,Soberbia,58,1845-02-11,Inframundo,redimida
717,Daniel Lewis,Envidia,58,1901-08-14,Abismo,activa
718,Deanna Graham,Soberbia,6,1899-05-23,Pandemonium,redimida
719,Nicholas Johnson,Gula,89,1914-02-04,Limbo,activa
720,Cassandra Smith,Ira,83,1990-07-09,Inframundo,en proceso de tortura
721,Adam Johnson,Pereza,18,1890-06-10,Abismo,activa
722,Andrew Morrison,Envidia,97,2003-12-28,Limbo,en proceso de tortura
723,Heather Thompson,Pereza,75,1894-04-24,Abismo,activa
724,Emily Berger,Soberbia,32,1910-07-20,Sector 7G,en proceso de tortura
725,Regina Newman,Envidia,11,1864-03-28,Pandemonium,activa
726,Paul Robertson,Pereza,13,1944-12-29,Sector 7G,redimida
727,Marcus Mccarthy,Envidia,59,1949-01-23,Limbo,en proceso de tortura
728,Bradley Santana,Avaricia,7,2025-02-19,Inframundo,redimida
729,Amy Zimmerman,Gula,0,2021-10-09,Pandemonium,redimida
730,Diane Choi,Gula,25,2003-12-28,Sector 7G,activa
731,Theresa Miller,Soberbia,66,1970-08-18,Pandemonium,activa
732,Kristina Jensen,Ira,68,1903-03-21,Abismo,en proceso de tortura
733,Crystal Harper,Soberbia,5,2018-11-17,Inframundo,redimida
734,Robert Kennedy,Envidia,4,1830-05-18,Sector 7G,en proceso de tortura
735,Sarah Neal,Soberbia,56,2024-03-03,Pandemonium,en proceso de tortura
